rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name,end_station_logical_terminal,start_station_logical_terminal,end_station_priority_id
47469109,3180,7054,9/3/2015 12:45:00,111,"Park Lane , Hyde Park",9/3/2015 11:52:00,300,"Serpentine Car Park, Hyde Park",,,
46915469,7380,3792,8/16/2015 11:59:00,407,"Speakers' Corner 1, Hyde Park",8/16/2015 9:56:00,407,"Speakers' Corner 1, Hyde Park",,,
65899423,2040,3038,6/9/2017 18:30:00,165,"Orsett Terrace, Bayswater",6/9/2017 17:56:00,579,"Queen Street 2, Bank",,,
64280726,2280,10868,4/22/2017 10:14:00,553,"Regent's Row , Haggerston",4/22/2017 9:36:00,519,"Teviot Street, Poplar",,,
59235489,2340,7183,10/9/2016 4:31:00,100,"Albert Embankment, Vauxhall",10/9/2016 3:52:00,612,"Wandsworth Rd, Isley Court, Wandsworth Road",,,
55248935,2160,7619,6/26/2016 7:26:00,465,"Pitfield Street North,Hoxton",6/26/2016 6:50:00,459,"Gunmakers Lane, Old Ford",,,
43015438,5400,2779,4/27/2015 22:50:00,772,"Binfield Road, Stockwell",4/27/2015 21:20:00,157,"Wright's Lane, Kensington",,,
61090882,1980,1710,12/15/2016 21:16:00,487,"Canton Street, Poplar",12/15/2016 20:43:00,564,"Somerset House, Strand",,,
47150505,2400,6748,8/22/2015 17:15:00,291,"Claverton Street, Pimlico",8/22/2015 16:35:00,248,"Triangle Car Park, Hyde Park",,,
54154089,3000,12290,5/23/2016 22:03:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",5/23/2016 21:13:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",,,
52607737,6540,11430,4/3/2016 16:39:00,304,"Cumberland Gate, Hyde Park",4/3/2016 14:50:00,382,"Farm Street, Mayfair",,,
49135790,1980,9338,10/27/2015 14:29:00,209,"Denyer Street, Knightsbridge",10/27/2015 13:56:00,127,"Wood Street, Guildhall",,,
50251732,2580,9160,12/12/2015 13:12:00,229,"Whitehall Place, Strand",12/12/2015 12:29:00,421,"Southwark Station 2, Southwark",,,
57635395,6060,1532,8/25/2016 17:45:00,784,"East Village, Queen Elizabeth Olympic Park",8/25/2016 16:04:00,260,"Broadwick Street, Soho",,,
57394441,3480,682,8/18/2016 19:01:00,273,"Belvedere Road, South Bank",8/18/2016 18:03:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",,,
63440296,2280,8998,3/27/2017 17:52:00,300,"Serpentine Car Park, Hyde Park",3/27/2017 17:14:00,111,"Park Lane , Hyde Park",,,
56033125,2040,5099,7/17/2016 15:46:00,742,"Blenheim Crescent, Ladbroke Grove",7/17/2016 15:12:00,559,"Abbotsbury Road, Holland Park",,,
43582790,5760,8746,5/17/2015 1:23:00,534,"Goldsmith's Row, Haggerston",5/16/2015 23:47:00,484,"Bromley High Street, Bow",,,
64011544,18060,6971,4/12/2017 23:44:00,130,"Tower Gardens , Tower",4/12/2017 18:43:00,130,"Tower Gardens , Tower",,,
59682549,2220,2527,10/23/2016 14:59:00,764,"St. John's Road, Clapham Junction",10/23/2016 14:22:00,291,"Claverton Street, Pimlico",,,
45003009,4800,4070,6/27/2015 20:18:00,508,"Fournier Street, Whitechapel",6/27/2015 18:58:00,160,"Waterloo Place, St. James's",,,
45451700,2940,3174,7/9/2015 8:22:00,316,"Cardinal Place, Victoria",7/9/2015 7:33:00,705,"Upper Richmond Road, Putney",,,
62292474,2160,6763,2/10/2017 9:56:00,84,"Breams Buildings, Holborn",2/10/2017 9:20:00,764,"St. John's Road, Clapham Junction",,,
42697920,6540,8273,4/17/2015 15:40:00,156,"New Kent Road, Borough",4/17/2015 13:51:00,156,"New Kent Road, Borough",,,
65954620,2820,4064,6/11/2017 11:57:00,584,"Ilchester Gardens, Bayswater",6/11/2017 11:10:00,806,"Handyside Street, King's Cross",,,
45106787,3480,10539,6/30/2015 18:27:00,247,"St. John's Wood Church, The Regent's Park",6/30/2015 17:29:00,329,"Prince Albert Road, The Regent's Park",,,
62984855,2460,923,3/11/2017 9:57:00,386,"Moor Street, Soho",3/11/2017 9:16:00,130,"Tower Gardens , Tower",,,
50570046,2040,9679,12/29/2015 13:45:00,160,"Waterloo Place, St. James's",12/29/2015 13:11:00,180,"North Audley Street, Mayfair",,,
45884756,4800,12284,7/19/2015 17:29:00,64,"William IV Street, Strand",7/19/2015 16:09:00,300,"Serpentine Car Park, Hyde Park",,,
51499261,1720380,9456,3/4/2016 9:28:00,29,"Hereford Road, Bayswater",2/13/2016 11:35:00,238,"Frampton Street, Paddington",,,
60954359,1980,7249,12/10/2016 14:55:00,333,"Palace Gardens Terrace, Notting Hill",12/10/2016 14:22:00,248,"Triangle Car Park, Hyde Park",,,
57131041,2760,10527,8/12/2016 19:26:00,397,"Devonshire Terrace, Bayswater",8/12/2016 18:40:00,541,"Green Park Station, Mayfair",,,
48287878,2160,11231,9/29/2015 16:44:00,114,"Park Road (Baker Street), The Regent's Park",9/29/2015 16:08:00,271,"London Zoo,  The Regent's Park",,,
46577133,2040,9634,8/6/2015 20:25:00,671,"Parsons Green Station, Parsons Green",8/6/2015 19:51:00,350,"Queen's Gate, Kensington Gardens",,,
59128827,2460,769,10/5/2016 19:53:00,511,"Sutton Street, Shadwell",10/5/2016 19:12:00,169,"Porchester Place, Paddington",,,
57049233,3120,3907,8/10/2016 19:45:00,29,"Hereford Road, Bayswater",8/10/2016 18:53:00,111,"Park Lane , Hyde Park",,,
43757302,16920,1825,5/22/2015 20:28:00,475,"Lightermans Road, Millwall",5/22/2015 15:46:00,530,"Newby Place, Poplar",,,
56144566,2640,2065,7/19/2016 21:38:00,29,"Hereford Road, Bayswater",7/19/2016 20:54:00,64,"William IV Street, Strand",,,
58874924,2400,856,9/28/2016 11:59:00,15,"Great Russell Street, Bloomsbury",9/28/2016 11:19:00,288,"Elizabeth Bridge, Victoria",,,
56349954,13020,5331,7/24/2016 20:51:00,780,"Imperial Wharf Station, Sands End",7/24/2016 17:14:00,219,"Bramham Gardens, Earl's Court",,,
63007771,29820,1831,3/12/2017 3:07:00,273,"Belvedere Road 1, South Bank",3/11/2017 17:50:00,508,"Fournier Street, Whitechapel",,,
46095087,2280,3900,7/25/2015 17:04:00,114,"Park Road (Baker Street), The Regent's Park",7/25/2015 16:26:00,114,"Park Road (Baker Street), The Regent's Park",,,
57770428,3360,13019,8/29/2016 15:17:00,338,"Wellington Street , Strand",8/29/2016 14:21:00,166,"Seville Street, Knightsbridge",,,
57034220,1980,3894,8/10/2016 14:39:00,540,"Albany Street, The Regent's Park",8/10/2016 14:06:00,124,"Eaton Square, Belgravia",,,
65225525,2760,814,5/22/2017 17:51:00,656,"Broomhouse Lane, Parsons Green",5/22/2017 17:05:00,116,"Little Argyll Street, West End",,,
52308480,2640,8235,3/21/2016 15:02:00,407,"Speakers' Corner 1, Hyde Park",3/21/2016 14:18:00,222,"Knightsbridge, Hyde Park",,,
54779360,4920,8669,6/11/2016 12:06:00,719,"Victoria Park Road, Hackney Central",6/11/2016 10:44:00,699,"Belford House, Haggerston",,,
64698268,2340,12660,5/6/2017 0:46:00,521,"Driffield Road, Old Ford",5/6/2017 0:07:00,32,"Leonard Circus , Shoreditch",,,
51580957,2280,8783,2/17/2016 14:00:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",2/17/2016 13:22:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",,,
62822885,60,3499,3/4/2017 21:27:00,613,"Woodstock Grove, Shepherd's Bush",3/4/2017 21:26:00,647,"Richmond Way, Shepherd's Bush",,,
44380288,3000,5409,6/10/2015 18:10:00,610,"Danvers Street, West Chelsea",6/10/2015 17:20:00,32,"Leonard Circus , Shoreditch",,,
61388315,2340,7841,12/31/2016 14:22:00,792,"Blackfriars Road, Southwark",12/31/2016 13:43:00,74,"Vauxhall Cross, Vauxhall",,,
49207086,57720,7156,10/30/2015 17:22:00,43,"Crawford Street, Marylebone",10/30/2015 1:20:00,367,"Harrowby Street, Marylebone",,,
47001174,5100,4663,8/18/2015 17:49:00,550,"Harford Street, Mile End",8/18/2015 16:24:00,579,"Queen Street 2, Bank",,,
58936904,60,12003,9/29/2016 23:30:00,401,"Columbia Road, Shoreditch",9/29/2016 23:29:00,39,"Shoreditch High Street, Shoreditch",,,
64538333,2220,8020,4/30/2017 16:21:00,625,"Queen's Circus, Battersea Park",4/30/2017 15:44:00,664,"Austin Road, Battersea Park",,,
59673338,2940,11933,10/23/2016 10:49:00,337,"Pembridge Villas, Notting Hill",10/23/2016 10:00:00,191,"Hyde Park Corner, Hyde Park",,,
63683020,2160,3884,4/3/2017 22:23:00,410,"Edgware Road Station, Marylebone",4/3/2017 21:47:00,367,"Harrowby Street, Marylebone",,,
64585562,3120,13686,5/2/2017 14:30:00,114,"Park Road (Baker Street), The Regent's Park",5/2/2017 13:38:00,28,"Bolsover Street, Fitzrovia",,,
65649835,2160,1608,6/2/2017 9:18:00,66,"Holborn Circus, Holborn",6/2/2017 8:42:00,487,"Canton Street, Poplar",,,
57476946,9300,13964,8/21/2016 18:28:00,533,"Wellington Row, Bethnal Green",8/21/2016 15:53:00,534,"Goldsmith's Row, Haggerston",,,
65679626,4860,8603,6/3/2017 3:11:00,83,"Panton Street, West End",6/3/2017 1:50:00,55,"Finsbury Circus, Liverpool Street",,,
55886791,3540,11004,7/13/2016 20:33:00,691,"Erin Close, Walham Green",7/13/2016 19:34:00,408,"Paddington Green Police Station, Paddington",,,
45455843,2460,8581,7/9/2015 8:50:00,180,"North Audley Street, Mayfair",7/9/2015 8:09:00,314,"Tyers Gate, Bermondsey",,,
58470884,2040,10590,9/17/2016 13:52:00,224,"Whiteley's, Bayswater",9/17/2016 13:18:00,737,"Fulham Broadway, Walham Green",,,
56564568,62160,13871,7/30/2016 17:56:00,477,"Spindrift Avenue, Millwall",7/30/2016 0:40:00,237,"Dock Street, Wapping",,,
46546964,2100,11103,8/6/2015 14:50:00,643,"All Saints' Road, Portobello",8/6/2015 14:15:00,315,"The Tennis Courts, The Regent's Park",,,
41999754,4680,4698,3/21/2015 13:32:00,623,"Nantes Close, Wandsworth",3/21/2015 12:14:00,675,"Usk Road, Battersea",,,
56115552,7740,5989,7/19/2016 13:53:00,85,"Tanner Street, Bermondsey",7/19/2016 11:44:00,85,"Tanner Street, Bermondsey",,,
62490123,2220,4259,2/19/2017 13:04:00,6,"Broadcasting House, Marylebone",2/19/2017 12:27:00,545,"Arlington Road, Camden Town",,,
57189689,3360,4124,8/14/2016 9:43:00,508,"Fournier Street, Whitechapel",8/14/2016 8:47:00,721,"Wendon Street, Old Ford",,,
56477103,3900,8743,7/27/2016 19:40:00,200,"LMU Commercial Road, Whitechapel",7/27/2016 18:35:00,309,"Embankment (Savoy), Strand",,,
40820181,0,12106,1/26/2015 20:31:00,135,"Clerkenwell Green, Clerkenwell",1/26/2015 20:31:00,135,"Clerkenwell Green, Clerkenwell",,,
59306924,2400,1868,10/11/2016 10:43:00,491,"Queen Mary's, Mile End",10/11/2016 10:03:00,548,"Westminster Bridge Road, Elephant & Castle",,,
54527190,4140,5652,6/4/2016 21:02:00,248,"Triangle Car Park, Hyde Park",6/4/2016 19:53:00,248,"Triangle Car Park, Hyde Park",,,
62785868,2940,9839,3/3/2017 12:52:00,50,"East Road, Hoxton",3/3/2017 12:03:00,574,"Eagle Wharf Road, Hoxton",,,
58341372,3000,7591,9/13/2016 20:57:00,114,"Park Road (Baker Street), The Regent's Park",9/13/2016 20:07:00,114,"Park Road (Baker Street), The Regent's Park",,,
42344434,4920,7127,4/6/2015 16:04:00,682,"Crisp Road, Hammersmith",4/6/2015 14:42:00,644,"Rainville Road, Hammersmith",,,
48004596,2340,10444,9/20/2015 16:16:00,762,"Storey's Gate, Westminster",9/20/2015 15:37:00,762,"Storey's Gate, Westminster",,,
62174687,4860,13867,2/5/2017 16:56:00,568,"Bishop's Bridge Road West, Bayswater",2/5/2017 15:35:00,568,"Bishop's Bridge Road West, Bayswater",,,
47382077,4380,4013,8/30/2015 19:35:00,673,"Hibbert Street, Clapham Junction",8/30/2015 18:22:00,242,"Beaumont Street, Marylebone",,,
50937614,2880,9656,1/18/2016 19:39:00,713,"Hawley Crescent, Camden Town",1/18/2016 18:51:00,345,"Flood Street, Chelsea",,,
57330594,2700,2227,8/17/2016 10:11:00,375,"Kensington Town Hall, Kensington",8/17/2016 9:26:00,36,"De Vere Gardens, Kensington",,,
46332202,2520,11384,8/1/2015 15:59:00,404,"Palace Gate, Kensington Gardens",8/1/2015 15:17:00,303,"Albert Gate, Hyde Park",,,
50584696,4140,575,12/30/2015 12:35:00,432,"Exhibition Road Museums, South Kensington",12/30/2015 11:26:00,428,"Exhibition Road, Knightsbridge",,,
58428200,7320,10792,9/15/2016 18:07:00,222,"Knightsbridge, Hyde Park",9/15/2016 16:05:00,191,"Hyde Park Corner, Hyde Park",,,
56188675,2280,1747,7/20/2016 20:22:00,612,"Wandsworth Rd, Isley Court, Wandsworth Road",7/20/2016 19:44:00,52,"Roscoe Street, St. Luke's",,,
42448070,2160,2137,4/9/2015 19:10:00,764,"St. John's Road, Clapham Junction",4/9/2015 18:34:00,406,"Speakers' Corner 2, Hyde Park",,,
46546329,5280,75,8/6/2015 15:30:00,114,"Park Road (Baker Street), The Regent's Park",8/6/2015 14:02:00,45,"Boston Place, Marylebone",,,
59934302,7440,3987,10/31/2016 12:56:00,167,"Eccleston Place, Victoria",10/31/2016 10:52:00,307,"Black Lion Gate, Kensington Gardens",,,
52772447,3000,10167,4/9/2016 19:22:00,718,"Ada Street, Hackney Central",4/9/2016 18:32:00,395,"Cadogan Gardens, Chelsea",,,
52112946,4680,499,3/13/2016 15:01:00,213,"Wellington Arch, Hyde Park",3/13/2016 13:43:00,159,"Great Marlborough Street, Soho",,,
44658660,2040,10281,6/18/2015 11:51:00,248,"Triangle Car Park, Hyde Park",6/18/2015 11:17:00,248,"Triangle Car Park, Hyde Park",,,
63185199,3360,12490,3/17/2017 16:43:00,248,"Triangle Car Park, Hyde Park",3/17/2017 15:47:00,111,"Park Lane , Hyde Park",,,
53390304,3600,2224,5/2/2016 14:16:00,319,"Baldwin Street, St. Luke's",5/2/2016 13:16:00,39,"Shoreditch High Street, Shoreditch",,,
57786728,2460,11538,8/29/2016 20:10:00,301,"Marylebone Lane, Marylebone",8/29/2016 19:29:00,224,"Whiteley's, Bayswater",,,
52181801,18300,1378,3/16/2016 12:50:00,268,"Belgrave Road, Victoria",3/16/2016 7:45:00,268,"Belgrave Road, Victoria",,,
44374475,2220,5757,6/10/2015 15:06:00,670,"Ashley Crescent, Battersea",6/10/2015 14:29:00,16,"Cartwright Gardens , Bloomsbury",,,
40691629,2400,12833,1/21/2015 5:54:00,55,"Finsbury Circus, Liverpool Street",1/21/2015 5:14:00,47,"Warwick Avenue Station, Maida Vale",,,
55905616,4080,12050,7/14/2016 12:06:00,252,"Jubilee Gardens, South Bank",7/14/2016 10:58:00,307,"Black Lion Gate, Kensington Gardens",,,
53841307,2400,13260,5/14/2016 20:14:00,272,"Baylis Road, Waterloo",5/14/2016 19:34:00,112,"Stonecutter Street, Holborn",,,
52163641,4860,6754,3/15/2016 13:01:00,276,"Lower Thames Street, Monument",3/15/2016 11:40:00,9,"New Globe Walk, Bankside",,,
45282729,3180,3818,7/4/2015 20:10:00,255,"Clifton Road, Maida Vale",7/4/2015 19:17:00,315,"The Tennis Courts, The Regent's Park",,,
62288170,1980,7362,2/10/2017 8:26:00,116,"Little Argyll Street, West End",2/10/2017 7:53:00,671,"Parsons Green Station, Parsons Green",,,
46205416,2340,10499,7/29/2015 11:25:00,356,"South Kensington Station, South Kensington",7/29/2015 10:46:00,166,"Seville Street, Knightsbridge",,,
61250391,60,4026,12/22/2016 18:12:00,54,"Golden Lane, Barbican",12/22/2016 18:11:00,95,"Aldersgate Street, Barbican",,,
47375897,4500,5522,8/30/2015 16:49:00,598,"Southerton Road, Hammersmith",8/30/2015 15:34:00,682,"Crisp Road, Hammersmith",,,
57339728,14340,3941,8/17/2016 18:32:00,654,"Ashmole Estate, Oval",8/17/2016 14:33:00,411,"Walworth Road, Elephant & Castle",,,
65925163,2220,13726,6/10/2017 14:52:00,349,"St. George Street, Mayfair",6/10/2017 14:15:00,646,"Buckingham Gate, Westminster",,,
55498966,2400,9754,7/3/2016 16:52:00,213,"Wellington Arch, Hyde Park",7/3/2016 16:12:00,426,"Vincent Street, Pimlico",,,
50892815,3780,1148,1/16/2016 13:05:00,768,"Clapham Common North side, Clapham Common",1/16/2016 12:02:00,753,"Hammersmith Town Hall, Hammersmith",,,
47776205,2220,2360,9/12/2015 20:16:00,396,"Shouldham Street, Marylebone",9/12/2015 19:39:00,129,"Golden Square, Soho",,,
42696629,2520,11752,4/17/2015 13:44:00,253,"Shoreditch Park, Hoxton",4/17/2015 13:02:00,251,"Brushfield Street, Liverpool Street",,,
49259818,2040,8198,10/31/2015 22:22:00,9,"New Globe Walk, Bankside",10/31/2015 21:48:00,229,"Whitehall Place, Strand",,,
59757671,2520,14067,10/25/2016 20:38:00,665,"Smugglers Way, Wandsworth",10/25/2016 19:56:00,568,"Bishop's Bridge Road West, Bayswater",,,
62013927,3300,12482,1/29/2017 13:38:00,747,"Ormonde Gate, Chelsea",1/29/2017 12:43:00,734,"Plough Terrace, Clapham Junction",,,
42019806,2100,5968,3/22/2015 14:35:00,406,"Speakers' Corner 2, Hyde Park",3/22/2015 14:00:00,406,"Speakers' Corner 2, Hyde Park",,,
56137673,7260,4397,7/19/2016 20:52:00,618,"Eel Brook Common, Walham Green",7/19/2016 18:51:00,356,"South Kensington Station, South Kensington",,,
59743055,2040,5436,10/25/2016 14:50:00,710,"Albert Bridge Road, Battersea Park",10/25/2016 14:16:00,220,"Chelsea Green, Chelsea",,,
57561392,2700,1676,8/23/2016 19:29:00,457,"Castlehaven Road, Camden Town",8/23/2016 18:44:00,326,"Graham Street, Angel",,,
44010264,2460,3294,5/30/2015 14:34:00,439,"Killick Street, King's Cross",5/30/2015 13:53:00,717,"Dunston Road , Haggerston",,,
51742777,88260,7524,2/26/2016 8:22:00,461,"Aston Street, Stepney",2/25/2016 7:51:00,721,"Wendon Street, Old Ford",,,
65501618,2220,1570,5/29/2017 15:36:00,300,"Serpentine Car Park, Hyde Park",5/29/2017 14:59:00,111,"Park Lane , Hyde Park",,,
43820186,2100,10502,5/24/2015 18:00:00,357,"Howland Street, Fitzrovia",5/24/2015 17:25:00,149,"Kennington Road Post Office, Oval",,,
42255309,3780,10622,4/1/2015 19:48:00,607,"Putney Bridge Station, Fulham",4/1/2015 18:45:00,215,"Moorfields, Moorgate",,,
41966419,60,1824,3/19/2015 21:45:00,286,"St. John's Wood Road, St. John's Wood",3/19/2015 21:44:00,363,"Lord's, St. John's Wood",,,
51293009,2220,6255,2/3/2016 19:45:00,731,"Michael Road, Walham Green",2/3/2016 19:08:00,55,"Finsbury Circus, Liverpool Street",,,
57573131,3240,7981,8/24/2016 7:57:00,545,"Arlington Road, Camden Town",8/24/2016 7:03:00,545,"Arlington Road, Camden Town",,,
51946106,3600,11280,3/5/2016 16:18:00,244,"Earnshaw Street , Covent Garden",3/5/2016 15:18:00,350,"Queen's Gate, Kensington Gardens",,,
53815179,3900,5790,5/14/2016 6:09:00,708,"Disraeli Road, Putney",5/14/2016 5:04:00,708,"Disraeli Road, Putney",,,
45620376,3180,10846,7/12/2015 12:14:00,213,"Wellington Arch, Hyde Park",7/12/2015 11:21:00,661,"All Saints Church, Portobello",,,
40489043,2760,12696,1/11/2015 16:01:00,160,"Waterloo Place, St. James's",1/11/2015 15:15:00,160,"Waterloo Place, St. James's",,,
46554252,3960,4544,8/6/2015 17:21:00,571,"Westfield Southern Terrace ,Shepherd's Bush",8/6/2015 16:15:00,462,"Bonny Street, Camden Town",,,
65351224,2460,929,5/25/2017 16:00:00,228,"St. James's Square, St. James's",5/25/2017 15:19:00,307,"Black Lion Gate, Kensington Gardens",,,
52584408,4860,744,4/2/2016 16:33:00,406,"Speakers' Corner 2, Hyde Park",4/2/2016 15:12:00,406,"Speakers' Corner 2, Hyde Park",,,
62667479,2700,2363,2/26/2017 14:19:00,197,"Stamford Street, South Bank",2/26/2017 13:34:00,810,"Tate Modern, Bankside",,,
59900190,1980,12080,10/30/2016 9:23:00,213,"Wellington Arch, Hyde Park",10/30/2016 8:50:00,301,"Marylebone Lane, Marylebone",,,
49110901,0,4118,10/26/2015 17:51:00,32,"Leonard Circus , Shoreditch",10/26/2015 17:51:00,32,"Leonard Circus , Shoreditch",,,
61898564,3060,14336,1/24/2017 12:53:00,257,"Westminster University, Marylebone",1/24/2017 12:02:00,180,"North Audley Street, Mayfair",,,
62992197,2100,4709,3/11/2017 13:30:00,793,"Cromer Street, Bloomsbury",3/11/2017 12:55:00,421,"Southwark Station 2, Southwark",,,
55717518,3720,7910,7/8/2016 21:47:00,411,"Walworth Road, Elephant & Castle",7/8/2016 20:45:00,329,"Prince Albert Road, The Regent's Park",,,
48602836,2700,259,10/9/2015 12:40:00,130,"Tower Gardens , Tower",10/9/2015 11:55:00,229,"Whitehall Place, Strand",,,
64059615,7440,13272,4/14/2017 16:17:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",4/14/2017 14:13:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",,,
62173621,5520,12214,2/5/2017 16:25:00,109,"Soho Square , Soho",2/5/2017 14:53:00,341,"Craven Street, Strand",,,
62166835,2400,5295,2/5/2017 10:42:00,518,"Antill Road, Mile End",2/5/2017 10:02:00,523,"Langdon Park, Poplar",,,
43379930,4140,11332,5/10/2015 18:09:00,304,"Cumberland Gate, Hyde Park",5/10/2015 17:00:00,406,"Speakers' Corner 2, Hyde Park",,,
64103865,8040,10272,4/16/2017 13:33:00,13,"Scala Street, Fitzrovia",4/16/2017 11:19:00,111,"Park Lane , Hyde Park",,,
50765088,1980,11689,1/10/2016 16:42:00,601,"BBC White City, White City",1/10/2016 16:09:00,643,"All Saints' Road, Portobello",,,
49078802,10140,2733,10/25/2015 18:03:00,247,"St. John's Wood Church, The Regent's Park",10/25/2015 15:14:00,758,"Westbourne Park Road, Portobello",,,
52632501,3600,5286,4/4/2016 15:05:00,572,"Greenland Road, Camden Town",4/4/2016 14:05:00,512,"Pritchard's Road, Bethnal Green",,,
59002842,4800,12246,10/2/2016 15:06:00,277,"Kensington Church Street, Kensington",10/2/2016 13:46:00,404,"Palace Gate, Kensington Gardens",,,
42613487,2280,9423,4/15/2015 7:21:00,356,"South Kensington Station, South Kensington",4/15/2015 6:43:00,115,"Braham Street, Aldgate",,,
46660645,5400,13008,8/8/2015 21:05:00,370,"Paddington Green, Paddington",8/8/2015 19:35:00,407,"Speakers' Corner 1, Hyde Park",,,
43479526,2220,6626,5/13/2015 15:42:00,9,"New Globe Walk, Bankside",5/13/2015 15:05:00,320,"Queen Mother Sports Centre, Victoria",,,
63507294,2280,5126,3/29/2017 18:19:00,280,"Royal Avenue 2, Chelsea",3/29/2017 17:41:00,757,"Harcourt Terrace, West Brompton",,,
47844520,7740,4380,9/15/2015 12:54:00,213,"Wellington Arch, Hyde Park",9/15/2015 10:45:00,524,"Lancaster Gate , Bayswater",,,
53363124,2100,1756,5/1/2016 14:28:00,298,"Curlew Street, Shad Thames",5/1/2016 13:53:00,55,"Finsbury Circus, Liverpool Street",,,
48187579,7200,9653,9/26/2015 18:04:00,354,"Northumberland Avenue, Strand",9/26/2015 16:04:00,193,"Bankside Mix, Bankside",,,
52501541,2400,1847,3/30/2016 18:51:00,518,"Antill Road, Mile End",3/30/2016 18:11:00,588,"Hoxton Street, Hoxton",,,
51131787,4140,9976,1/27/2016 17:31:00,181,"Belgrave Square, Belgravia",1/27/2016 16:22:00,181,"Belgrave Square, Belgravia",,,
53337737,7200,13020,4/30/2016 16:31:00,473,"Millharbour, Millwall",4/30/2016 14:31:00,482,"Thornfield House, Poplar",,,
63847540,4020,521,4/8/2017 16:22:00,111,"Park Lane , Hyde Park",4/8/2017 15:15:00,111,"Park Lane , Hyde Park",,,
54571150,3720,6670,6/5/2016 21:35:00,248,"Triangle Car Park, Hyde Park",6/5/2016 20:33:00,411,"Walworth Road, Elephant & Castle",,,
56790803,2580,7805,8/4/2016 17:54:00,213,"Wellington Arch, Hyde Park",8/4/2016 17:11:00,541,"Green Park Station, Mayfair",,,
