rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name,end_station_logical_terminal,start_station_logical_terminal,end_station_priority_id
44861388,5460,11090,6/24/2015 10:24:00,19,"Taviton Street, Bloomsbury",6/24/2015 8:53:00,387,"Fire Brigade Pier, Vauxhall",,,
42623042,9240,5517,4/15/2015 12:40:00,401,"Columbia Road, Weavers",4/15/2015 10:06:00,492,"The Green Bridge, Mile End",,,
55268703,2280,4965,6/26/2016 17:32:00,789,"Podium, Queen Elizabeth Olympic Park",6/26/2016 16:54:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",,,
47588477,6480,6555,9/7/2015 14:59:00,692,"Cadogan Close, Victoria Park",9/7/2015 13:11:00,692,"Cadogan Close, Victoria Park",,,
59748454,2520,13378,10/25/2016 17:52:00,621,"Wandsworth Town Station, Wandsworth",10/25/2016 17:10:00,251,"Brushfield Street, Liverpool Street",,,
46185187,15420,5811,7/28/2015 22:54:00,407,"Speakers' Corner 1, Hyde Park",7/28/2015 18:37:00,406,"Speakers' Corner 2, Hyde Park",,,
54040225,3000,9025,5/20/2016 16:11:00,407,"Speakers' Corner 1, Hyde Park",5/20/2016 15:21:00,307,"Black Lion Gate, Kensington Gardens",,,
65307458,2160,9337,5/24/2017 16:52:00,16,"Cartwright Gardens , Bloomsbury",5/24/2017 16:16:00,457,"Castlehaven Road, Camden Town",,,
53864712,7140,3275,5/15/2016 17:14:00,692,"Cadogan Close, Victoria Park",5/15/2016 15:15:00,748,"Hertford Road, De Beauvoir Town",,,
53395800,4200,10559,5/2/2016 16:50:00,481,"Saunders Ness Road, Cubitt Town",5/2/2016 15:40:00,481,"Saunders Ness Road, Cubitt Town",,,
42534854,3420,1845,4/12/2015 16:49:00,457,"Castlehaven Road, Camden Town",4/12/2015 15:52:00,536,"Queensbridge Road, Haggerston",,,
49230699,2820,13129,10/30/2015 23:00:00,278,"Tooley Street, Bermondsey",10/30/2015 22:13:00,564,"Somerset House, Strand",,,
56518616,2520,3867,7/28/2016 19:43:00,692,"Cadogan Close, Victoria Park",7/28/2016 19:01:00,107,"Finsbury Leisure Centre, St. Luke's",,,
51951515,60,12939,3/5/2016 23:42:00,451,"Hermitage Court, Wapping",3/5/2016 23:41:00,46,"Nesham Street, Wapping",,,
44360914,2760,4060,6/10/2015 8:39:00,17,"Hatton Wall, Holborn",6/10/2015 7:53:00,591,"Westfield Library Corner, Shepherd's Bush",,,
55495467,2220,5506,7/3/2016 15:44:00,480,"Flamborough Street, Limehouse",7/3/2016 15:07:00,134,"Wapping High Street, Wapping",,,
62106008,2520,13745,2/2/2017 12:40:00,18,"Drury Lane, Covent Garden",2/2/2017 11:58:00,159,"Great Marlborough Street, Soho",,,
57478272,3600,13383,8/21/2016 17:20:00,641,"Archbishop's Park, Waterloo",8/21/2016 16:20:00,641,"Archbishop's Park, Waterloo",,,
54518149,5160,2133,6/4/2016 17:43:00,153,"Bayswater Road, Hyde Park",6/4/2016 16:17:00,153,"Bayswater Road, Hyde Park",,,
49111231,2280,10392,10/26/2015 18:35:00,381,"Charlotte Street, Fitzrovia",10/26/2015 17:57:00,731,"Michael Road, Walham Green",,,
60201744,10500,6553,11/10/2016 19:37:00,572,"Greenland Road, Camden Town",11/10/2016 16:42:00,192,"Wardour Street, Soho",,,
64194454,2100,11964,4/19/2017 16:40:00,427,"Cheapside, Bank",4/19/2017 16:05:00,572,"Greenland Road, Camden Town",,,
45977557,2880,6722,7/22/2015 0:15:00,272,"Baylis Road, Waterloo",7/21/2015 23:27:00,194,"Hop Exchange, The Borough",,,
45830210,3120,10895,7/18/2015 12:17:00,404,"Palace Gate, Kensington Gardens",7/18/2015 11:25:00,350,"Queen's Gate, Kensington Gardens",,,
48212164,3300,783,9/27/2015 14:00:00,646,"Buckingham Gate, Westminster",9/27/2015 13:05:00,153,"Bayswater Road, Hyde Park",,,
54809403,3120,8182,6/12/2016 13:59:00,11,"Brunswick Square, Bloomsbury",6/12/2016 13:07:00,433,"Wren Street, Holborn",,,
60343925,2100,1583,11/16/2016 14:42:00,492,"The Green Bridge, Mile End",11/16/2016 14:07:00,479,"Pott Street, Bethnal Green",,,
58341167,1980,6192,9/13/2016 20:36:00,679,"Orbel Street, Battersea",9/13/2016 20:03:00,795,"Melton Street, Euston",,,
43402159,3300,11276,5/11/2015 11:57:00,337,"Pembridge Villas, Notting Hill",5/11/2015 11:02:00,548,"Westminster Bridge Road, Elephant & Castle",,,
64037431,2820,13118,4/13/2017 17:30:00,341,"Craven Street, Strand",4/13/2017 16:43:00,83,"Panton Street, West End",,,
64508335,3660,2429,4/29/2017 17:04:00,180,"North Audley Street, Mayfair",4/29/2017 16:03:00,404,"Palace Gate, Kensington Gardens",,,
65308162,1980,7277,5/24/2017 17:04:00,383,"Frith Street, Soho",5/24/2017 16:31:00,213,"Wellington Arch, Hyde Park",,,
48294790,2040,6793,9/29/2015 18:45:00,248,"Triangle Car Park, Hyde Park",9/29/2015 18:11:00,248,"Triangle Car Park, Hyde Park",,,
45440015,2760,7860,7/8/2015 20:51:00,266,"Queen's Gate (North), Kensington",7/8/2015 20:05:00,41,"Sun Street, Liverpool Street",,,
46888412,0,2880,8/15/2015 13:46:00,129,"Golden Square, Soho",8/15/2015 13:46:00,129,"Golden Square, Soho",,,
44268816,2100,2633,6/7/2015 15:21:00,248,"Triangle Car Park, Hyde Park",6/7/2015 14:46:00,153,"Bayswater Road, Hyde Park",,,
46246094,1980,10695,7/30/2015 13:11:00,431,"Crinan Street, King's Cross",7/30/2015 12:38:00,194,"Hop Exchange, The Borough",,,
45273755,16260,6888,7/4/2015 21:01:00,513,"Watney Market, Stepney",7/4/2015 16:30:00,533,"Wellington Row, Bethnal Green",,,
53632230,4740,12446,5/8/2016 17:19:00,579,"Queen Street 2, Bank",5/8/2016 16:00:00,564,"Somerset House, Strand",,,
61108359,2700,9464,12/16/2016 14:37:00,742,"Blenheim Crescent, Ladbroke Grove",12/16/2016 13:52:00,614,"Bradmead, Battersea Park",,,
42586388,11760,8363,4/14/2015 13:31:00,357,"Howland Street, Fitzrovia",4/14/2015 10:15:00,191,"Hyde Park Corner, Hyde Park",,,
65341495,4620,14626,5/25/2017 11:17:00,150,"Holy Trinity Brompton, Knightsbridge",5/25/2017 10:00:00,203,"West Smithfield Rotunda, Farringdon",,,
47931410,2160,10770,9/18/2015 13:52:00,584,"Ilchester Gardens, Bayswater",9/18/2015 13:16:00,172,"Sumner Place, South Kensington",,,
54098511,1980,8314,5/22/2016 13:49:00,407,"Speakers' Corner 1, Hyde Park",5/22/2016 13:16:00,800,"Sopwith Way, Battersea Park",,,
64996919,3480,14297,5/15/2017 1:52:00,233,"Pall Mall East, West End",5/15/2017 0:54:00,233,"Pall Mall East, West End",,,
45598028,2160,4937,7/11/2015 17:33:00,94,"Bricklayers Arms, Borough",7/11/2015 16:57:00,167,"Eccleston Place, Victoria",,,
52288488,2100,1110,3/20/2016 16:30:00,432,"Exhibition Road Museums, South Kensington",3/20/2016 15:55:00,762,"Storey's Gate, Westminster",,,
62906015,4620,13349,3/8/2017 15:30:00,733,"Park Lane, Mayfair",3/8/2017 14:13:00,226,"Charles II Street, West End",,,
64061391,5100,13490,4/14/2017 16:27:00,404,"Palace Gate, Kensington Gardens",4/14/2017 15:02:00,398,"Holland Park, Kensington",,,
46704326,2100,150,8/9/2015 20:10:00,153,"Bayswater Road, Hyde Park",8/9/2015 19:35:00,287,"Bedford Way, Bloomsbury",,,
63575759,2580,10212,3/31/2017 18:28:00,9,"New Globe Walk, Bankside",3/31/2017 17:45:00,160,"Waterloo Place, St. James's",,,
62174160,3720,8183,2/5/2017 16:15:00,397,"Devonshire Terrace, Bayswater",2/5/2017 15:13:00,397,"Devonshire Terrace, Bayswater",,,
57822059,2640,8689,8/30/2016 18:52:00,485,"Old Ford Road, Bethnal Green",8/30/2016 18:08:00,446,"York Hall, Bethnal Green",,,
49611905,2640,10583,11/14/2015 13:28:00,541,"Green Park Station, Mayfair",11/14/2015 12:44:00,307,"Black Lion Gate, Kensington Gardens",,,
64310551,2100,9282,4/23/2017 10:25:00,428,"Exhibition Road, Knightsbridge",4/23/2017 9:50:00,99,"Old Quebec Street, Marylebone",,,
42538115,4320,9378,4/12/2015 18:04:00,130,"Tower Gardens , Tower",4/12/2015 16:52:00,498,"Bow Road Station, Bow",,,
64990374,2280,24,5/14/2017 18:16:00,631,"Battersea Park Road, Nine Elms",5/14/2017 17:38:00,587,"Monument Street, Monument",,,
52606196,5160,9267,4/3/2016 15:44:00,448,"Fisherman's Walk West, Canary Wharf",4/3/2016 14:18:00,77,"Russell Square Station, Bloomsbury",,,
47691037,3060,8438,9/10/2015 13:17:00,421,"Southwark Station 2, Southwark",9/10/2015 12:26:00,196,"Union Street, The Borough",,,
56158437,2280,14113,7/20/2016 9:24:00,73,"Old Street Station, St. Luke's",7/20/2016 8:46:00,744,"Ingrave Street, Clapham Junction",,,
47320978,60,3049,8/28/2015 15:21:00,73,"Old Street Station, St. Luke's",8/28/2015 15:20:00,32,"Leonard Circus , Shoreditch",,,
63894112,2100,12234,4/9/2017 16:21:00,695,"Islington Green, Angel",4/9/2017 15:46:00,534,"Goldsmith's Row, Haggerston",,,
56502783,3600,2426,7/28/2016 14:01:00,781,"Victoria & Albert Museum, South Kensington",7/28/2016 13:01:00,710,"Albert Bridge Road, Battersea Park",,,
50540381,5340,10212,12/27/2015 11:45:00,192,"Wardour Street, Soho",12/27/2015 10:16:00,192,"Wardour Street, Soho",,,
65737829,3600,1867,6/4/2017 16:08:00,289,"South Audley Street, Mayfair",6/4/2017 15:08:00,110,"Wellington Road, St. John's Wood",,,
44654091,2100,12427,6/18/2015 9:29:00,366,"Millennium Hotel, Mayfair",6/18/2015 8:54:00,618,"Eel Brook Common, Walham Green",,,
55274111,3900,13958,6/26/2016 20:01:00,248,"Triangle Car Park, Hyde Park",6/26/2016 18:56:00,191,"Hyde Park Corner, Hyde Park",,,
64357922,3600,2799,4/24/2017 18:22:00,276,"Lower Thames Street, Monument",4/24/2017 17:22:00,527,"Hansard Mews, Holland Park",,,
56559148,2520,13348,7/29/2016 20:42:00,304,"Cumberland Gate, Hyde Park",7/29/2016 20:00:00,304,"Cumberland Gate, Hyde Park",,,
48442866,2820,3546,10/3/2015 23:44:00,188,"Nutford Place, Marylebone",10/3/2015 22:57:00,193,"Bankside Mix, Bankside",,,
53756644,3000,480,5/12/2016 16:03:00,406,"Speakers' Corner 2, Hyde Park",5/12/2016 15:13:00,307,"Black Lion Gate, Kensington Gardens",,,
53856222,2400,9246,5/15/2016 13:28:00,570,"Upper Bank Street, Canary Wharf",5/15/2016 12:48:00,481,"Saunders Ness Road, Cubitt Town",,,
41778228,2340,2389,3/11/2015 20:57:00,642,"Fawcett Close, Battersea",3/11/2015 20:18:00,72,"Farringdon Lane, Clerkenwell",,,
63841878,2760,12665,4/8/2017 14:38:00,173,"Waterloo Road, South Bank",4/8/2017 13:52:00,381,"Charlotte Street, Fitzrovia",,,
62134084,7500,10991,2/3/2017 14:44:00,457,"Castlehaven Road, Camden Town",2/3/2017 12:39:00,278,"Tooley Street, Bermondsey",,,
43268414,60,9917,5/7/2015 7:04:00,268,"Belgrave Road, Victoria",5/7/2015 7:03:00,178,"Warwick Square, Pimlico",,,
45838738,12360,10306,7/18/2015 17:32:00,294,"St. George's Square, Pimlico",7/18/2015 14:06:00,395,"Cadogan Gardens, Chelsea",,,
58697799,4380,3338,9/23/2016 16:01:00,280,"Royal Avenue 2, Chelsea",9/23/2016 14:48:00,564,"Somerset House, Strand",,,
64519952,2100,7706,4/29/2017 23:25:00,394,"Aberdeen Place, St. John's Wood",4/29/2017 22:50:00,290,"Winsland Street, Paddington",,,
40483726,1980,11301,1/11/2015 12:50:00,230,"Poured Lines, Bankside",1/11/2015 12:17:00,387,"Fire Brigade Pier, Vauxhall",,,
60242142,6600,4037,11/12/2016 4:06:00,475,"Lightermans Road, Millwall",11/12/2016 2:16:00,475,"Lightermans Road, Millwall",,,
55747844,7800,9533,7/9/2016 20:02:00,403,"George Place Mews, Marylebone",7/9/2016 17:52:00,226,"Charles II Street, West End",,,
54509540,1980,8358,6/4/2016 13:32:00,564,"Somerset House, Strand",6/4/2016 12:59:00,485,"Old Ford Road, Bethnal Green",,,
55564862,3720,10945,7/5/2016 10:50:00,680,"Westbridge Road, Battersea",7/5/2016 9:48:00,717,"Dunston Road , Haggerston",,,
65507453,6840,13542,5/29/2017 19:16:00,226,"Charles II Street, West End",5/29/2017 17:22:00,229,"Whitehall Place, Strand",,,
56331625,2460,3727,7/24/2016 12:48:00,248,"Triangle Car Park, Hyde Park",7/24/2016 12:07:00,248,"Triangle Car Park, Hyde Park",,,
51530247,3060,1553,2/15/2016 13:08:00,222,"Knightsbridge, Hyde Park",2/15/2016 12:17:00,222,"Knightsbridge, Hyde Park",,,
43176316,4680,3859,5/3/2015 17:58:00,545,"Arlington Road, Camden Town",5/3/2015 16:40:00,661,"All Saints Church, Portobello",,,
45335374,13020,2438,7/6/2015 15:07:00,428,"Exhibition Road, Knightsbridge",7/6/2015 11:30:00,150,"Holy Trinity Brompton, Knightsbridge",,,
51356488,2160,11262,2/6/2016 16:21:00,305,"Kennington Lane Tesco, Vauxhall",2/6/2016 15:45:00,36,"De Vere Gardens, Kensington",,,
53118206,2520,12356,4/21/2016 20:47:00,410,"Edgware Road Station, Marylebone",4/21/2016 20:05:00,410,"Edgware Road Station, Marylebone",,,
60408295,2520,345,11/18/2016 18:59:00,478,"Stepney Green Station, Stepney",11/18/2016 18:17:00,18,"Drury Lane, Covent Garden",,,
63902746,3300,10313,4/9/2017 18:41:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",4/9/2017 17:46:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",,,
51986183,2460,459,3/7/2016 20:22:00,446,"York Hall, Bethnal Green",3/7/2016 19:41:00,224,"Whiteley's, Bayswater",,,
42977171,2400,12347,4/26/2015 16:56:00,31,"Fanshaw Street, Hoxton",4/26/2015 16:16:00,542,"Salmon Lane, Limehouse",,,
52726157,2040,8633,4/7/2016 22:55:00,187,"Queen's Gate (South), South Kensington",4/7/2016 22:21:00,55,"Finsbury Circus, Liverpool Street",,,
54764363,3180,12730,6/10/2016 19:27:00,248,"Triangle Car Park, Hyde Park",6/10/2016 18:34:00,191,"Hyde Park Corner, Hyde Park",,,
46623399,2940,10756,8/7/2015 22:20:00,278,"Tooley Street, Bermondsey",8/7/2015 21:31:00,358,"High Holborn , Covent Garden",,,
41925825,2160,2695,3/18/2015 12:33:00,312,"Grove End Road, St. John's Wood",3/18/2015 11:57:00,98,"Hampstead Road, Euston",,,
52492883,5460,10174,3/30/2016 14:46:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",3/30/2016 13:15:00,785,"Aquatic Centre, Queen Elizabeth Olympic Park",,,
53757577,3240,9513,5/12/2016 16:38:00,64,"William IV Street, Strand",5/12/2016 15:44:00,737,"Fulham Broadway, Walham Green",,,
65474264,6660,14352,5/28/2017 16:26:00,248,"Triangle Car Park, Hyde Park",5/28/2017 14:35:00,111,"Park Lane , Hyde Park",,,
54270859,3360,12398,5/27/2016 9:13:00,662,"Phene Street, Chelsea",5/27/2016 8:17:00,529,"Manresa Road, Chelsea",,,
63239264,2520,6909,3/20/2017 17:01:00,290,"Winsland Street, Paddington",3/20/2017 16:19:00,71,"Newgate Street , St. Paul's",,,
51039860,6000,11951,1/23/2016 13:25:00,700,"Battersea Church Road, Battersea",1/23/2016 11:45:00,680,"Westbridge Road, Battersea",,,
44700051,3480,1243,6/19/2015 13:33:00,334,"Concert Hall Approach 1, South Bank",6/19/2015 12:35:00,192,"Wardour Street, Soho",,,
49933475,2400,947,11/28/2015 17:10:00,354,"Northumberland Avenue, Strand",11/28/2015 16:30:00,290,"Winsland Street, Paddington",,,
56337532,3360,584,7/24/2016 14:51:00,410,"Edgware Road Station, Marylebone",7/24/2016 13:55:00,76,"Longford Street, The Regent's Park",,,
54092647,4500,13021,5/22/2016 12:26:00,350,"Queen's Gate, Kensington Gardens",5/22/2016 11:11:00,404,"Palace Gate, Kensington Gardens",,,
49589323,2640,6019,11/13/2015 9:45:00,178,"Warwick Square, Pimlico",11/13/2015 9:01:00,178,"Warwick Square, Pimlico",,,
52095393,2760,447,3/12/2016 17:00:00,9,"New Globe Walk, Bankside",3/12/2016 16:14:00,768,"Clapham Common North side, Clapham Common",,,
53358851,1980,14115,5/1/2016 12:54:00,401,"Columbia Road, Shoreditch",5/1/2016 12:21:00,284,"Lambeth North Station, Waterloo",,,
62811438,3360,3709,3/4/2017 14:43:00,248,"Triangle Car Park, Hyde Park",3/4/2017 13:47:00,300,"Serpentine Car Park, Hyde Park",,,
44586155,0,7867,6/16/2015 15:52:00,392,"Imperial College, Knightsbridge",6/16/2015 15:52:00,392,"Imperial College, Knightsbridge",,,
43379742,4620,8304,5/10/2015 18:13:00,172,"Sumner Place, South Kensington",5/10/2015 16:56:00,172,"Sumner Place, South Kensington",,,
44516723,4680,7106,6/14/2015 16:47:00,404,"Palace Gate, Kensington Gardens",6/14/2015 15:29:00,404,"Palace Gate, Kensington Gardens",,,
53634648,9360,10898,5/8/2016 19:09:00,790,"Stratford Station, Stratford",5/8/2016 16:33:00,789,"Podium, Queen Elizabeth Olympic Park",,,
47287032,3960,6866,8/27/2015 16:27:00,167,"Eccleston Place, Victoria",8/27/2015 15:21:00,260,"Broadwick Street, Soho",,,
65367351,2580,9961,5/25/2017 20:09:00,720,"Star Road, West Kensington",5/25/2017 19:26:00,307,"Black Lion Gate, Kensington Gardens",,,
60192710,2640,7418,11/10/2016 9:46:00,723,"Stephendale Road, Sands End",11/10/2016 9:02:00,215,"Moorfields, Moorgate",,,
49075236,2760,12770,10/25/2015 14:34:00,407,"Speakers' Corner 1, Hyde Park",10/25/2015 13:48:00,213,"Wellington Arch, Hyde Park",,,
62845914,8100,7419,3/6/2017 13:15:00,354,"Northumberland Avenue, Strand",3/6/2017 11:00:00,405,"Gloucester Road Station, South Kensington",,,
52573768,1980,9199,4/2/2016 12:22:00,23,"Red Lion Square, Holborn",4/2/2016 11:49:00,409,"Strata, Elephant & Castle",,,
65682735,2040,2172,6/3/2017 10:18:00,348,"Grosvenor Square, Mayfair",6/3/2017 9:44:00,105,"Westbourne Grove, Bayswater",,,
55367263,2100,10906,6/29/2016 18:02:00,596,"Parson's Green , Parson's Green",6/29/2016 17:27:00,514,"Portman Square, Marylebone",,,
48637937,3660,11461,10/10/2015 14:41:00,481,"Saunders Ness Road, Cubitt Town",10/10/2015 13:40:00,10,"Park Street, Bankside",,,
55111688,2040,7611,6/21/2016 20:17:00,671,"Parsons Green Station, Parsons Green",6/21/2016 19:43:00,310,"Black Prince Road, Vauxhall",,,
47763930,4200,12430,9/12/2015 15:54:00,111,"Park Lane , Hyde Park",9/12/2015 14:44:00,111,"Park Lane , Hyde Park",,,
52717688,5460,12932,4/7/2016 18:10:00,300,"Serpentine Car Park, Hyde Park",4/7/2016 16:39:00,300,"Serpentine Car Park, Hyde Park",,,
42405887,6300,9244,4/8/2015 16:54:00,306,"Rathbone Street, Fitzrovia",4/8/2015 15:09:00,88,"Bayley Street , Bloomsbury",,,
47081071,2040,2383,8/20/2015 21:04:00,101,"Queen Street 1, Bank",8/20/2015 20:30:00,732,"Duke Street Hill, London Bridge",,,
48886797,6360,7958,10/18/2015 16:58:00,50,"East Road, Hoxton",10/18/2015 15:12:00,251,"Brushfield Street, Liverpool Street",,,
64585153,3780,7044,5/2/2017 14:25:00,199,"Great Tower Street, Monument",5/2/2017 13:22:00,356,"South Kensington Station, South Kensington",,,
54405409,3900,5312,5/31/2016 19:05:00,573,"Limerston Street, West Chelsea",5/31/2016 18:00:00,448,"Fisherman's Walk West, Canary Wharf",,,
46015027,2940,3482,7/22/2015 22:10:00,476,"Stebondale Street, Cubitt Town",7/22/2015 21:21:00,335,"Tavistock Street, Covent Garden",,,
45007524,3120,11271,6/27/2015 21:57:00,273,"Belvedere Road, South Bank",6/27/2015 21:05:00,749,"Haggerston Road, Haggerston",,,
42834251,2520,11424,4/21/2015 21:16:00,213,"Wellington Arch, Hyde Park",4/21/2015 20:34:00,551,"Montgomery Square, Canary Wharf",,,
47750838,2400,1712,9/12/2015 2:58:00,152,"Hampton Street, Walworth",9/12/2015 2:18:00,354,"Northumberland Avenue, Strand",,,
54847036,2340,5572,6/13/2016 20:01:00,670,"Ashley Crescent, Battersea",6/13/2016 19:22:00,456,"Parkway, Camden Town",,,
52407185,9660,5207,3/25/2016 15:09:00,397,"Devonshire Terrace, Bayswater",3/25/2016 12:28:00,397,"Devonshire Terrace, Bayswater",,,
44471984,383820,1249,6/17/2015 11:54:00,568,"Bishop's Bridge Road West, Bayswater",6/13/2015 1:17:00,742,"Blenheim Crescent, Ladbroke Grove",,,
64932832,4620,394,5/13/2017 0:21:00,712,"Mile End Stadium, Mile End",5/12/2017 23:04:00,712,"Mile End Stadium, Mile End",,,
54314579,2760,10217,5/28/2016 14:32:00,216,"Old Brompton Road, South Kensington",5/28/2016 13:46:00,600,"South Lambeth Road, Vauxhall",,,
54803805,8520,8648,6/12/2016 2:23:00,654,"Ashmole Estate, Oval",6/12/2016 0:01:00,654,"Ashmole Estate, Oval",,,
44023892,2700,11075,5/30/2015 19:37:00,325,"St. Martin's Street, West End",5/30/2015 18:52:00,558,"Page Street, Westminster",,,
50863765,2040,11391,1/14/2016 22:34:00,698,"Shoreditch Court, Haggerston",1/14/2016 22:00:00,290,"Winsland Street, Paddington",,,
47990831,9360,7723,9/20/2015 13:40:00,524,"Lancaster Gate , Bayswater",9/20/2015 11:04:00,191,"Hyde Park Corner, Hyde Park",,,
41656960,3120,6645,3/7/2015 14:15:00,259,"Embankment (Horse Guards), Westminster",3/7/2015 13:23:00,347,"Lower Marsh, Waterloo",,,
65892683,3780,2673,6/9/2017 16:54:00,646,"Buckingham Gate, Westminster",6/9/2017 15:51:00,572,"Greenland Road, Camden Town",,,
62058853,2040,14746,1/31/2017 16:02:00,45,"Boston Place, Marylebone",1/31/2017 15:28:00,215,"Moorfields, Moorgate",,,
42328952,2940,12295,4/5/2015 20:21:00,36,"De Vere Gardens, Kensington",4/5/2015 19:32:00,153,"Bayswater Road, Hyde Park",,,
60507299,8580,11974,11/23/2016 15:09:00,226,"Charles II Street, West End",11/23/2016 12:46:00,388,"Southampton Street, Strand",,,
54370409,2760,11115,5/30/2016 5:25:00,73,"Old Street Station, St. Luke's",5/30/2016 4:39:00,270,"Kennington Lane Rail Bridge, Vauxhall",,,
62471927,2220,5484,2/18/2017 15:30:00,71,"Newgate Street , St. Paul's",2/18/2017 14:53:00,192,"Wardour Street, Soho",,,
51196741,5280,1307,1/30/2016 13:50:00,386,"Moor Street, Soho",1/30/2016 12:22:00,215,"Moorfields, Moorgate",,,
64768256,11160,12742,5/8/2017 12:26:00,31,"Fanshaw Street, Hoxton",5/8/2017 9:20:00,819,"Belvedere Road 2, South Bank",,,
48867712,5400,5209,10/17/2015 20:01:00,606,"Addison Road, Holland Park",10/17/2015 18:31:00,191,"Hyde Park Corner, Hyde Park",,,
49063632,-1980,4142,10/25/2015 1:01:00,62,"Cotton Garden Estate, Kennington",10/25/2015 1:34:00,336,"Concert Hall Approach 2, South Bank",,,
49568855,5220,621,11/12/2015 17:28:00,748,"Hertford Road, De Beauvoir Town",11/12/2015 16:01:00,251,"Brushfield Street, Liverpool Street",,,
54967817,4800,6890,6/17/2016 13:27:00,278,"Tooley Street, Bermondsey",6/17/2016 12:07:00,303,"Albert Gate, Hyde Park",,,
43722029,1980,9588,5/21/2015 16:48:00,269,"Empire Square, The Borough",5/21/2015 16:15:00,94,"Bricklayers Arms, Borough",,,
65483404,6720,5905,5/28/2017 21:29:00,408,"Paddington Green Police Station, Paddington",5/28/2017 19:37:00,40,"Commercial Street, Shoreditch",,,
49846435,2460,9378,11/25/2015 9:07:00,20,"Drummond Street , Euston",11/25/2015 8:26:00,720,"Star Road, West Kensington",,,
45888638,4680,4205,7/19/2015 18:33:00,658,"Ethelburga Estate, Battersea Park",7/19/2015 17:15:00,412,"Cleaver Street, Kennington",,,
49193876,3360,1633,10/29/2015 15:07:00,684,"Neville Gill Close, Wandsworth",10/29/2015 14:11:00,684,"Neville Gill Close, Wandsworth",,,
49626418,2100,1307,11/15/2015 14:51:00,24,"British Museum, Bloomsbury",11/15/2015 14:16:00,591,"Westfield Library Corner, Shepherd's Bush",,,
44470587,2880,12376,6/13/2015 0:06:00,457,"Castlehaven Road, Camden Town",6/12/2015 23:18:00,276,"Lower Thames Street, Monument",,,